IP Address,Flows
74.125.226.0,3
74.125.142.84,2
72.233.127.217,3
74.125.226.42,1
72.1.65.180,1
74.125.170.153,18
74.125.226.73,2
74.125.226.78,5
98.139.183.24,16
74.125.226.72,1
76.74.248.254,7
68.71.220.175,1
54.243.166.36,2
98.137.80.33,52
23.67.242.104,3
98.139.50.175,4
208.47.254.10,1
23.67.242.106,1
98.139.225.13,3
216.39.54.36,5
209.85.249.11,1
184.168.192.63,2
74.125.226.71,1
134.181.229.92,3
67.69.174.136,1
69.146.143.158,2
208.95.51.166,1
23.67.243.33,1
216.38.172.159,1
74.217.78.146,1
67.221.174.61,1
199.47.217.174,1
76.13.115.116,8
172.16.133.69,1
208.117.46.102,6
50.16.236.36,2
72.246.23.100,1
107.21.174.95,2
204.246.169.142,1
209.234.234.12,7
23.67.243.35,3
76.13.116.133,3
206.190.56.190,4
209.247.230.167,2
23.21.62.111,6
209.234.235.129,6
98.139.200.238,5
174.35.22.75,18
192.221.110.126,1
50.58.197.194,3
184.73.247.227,1
108.170.193.78,2
108.170.198.160,1
65.54.81.18,4
156.110.114.86,1
23.23.117.77,1
98.137.80.54,2
204.232.250.219,2
23.45.65.26,1
24.184.234.182,1
98.139.51.132,1
69.147.86.184,2
67.221.174.64,1
172.16.133.241,1
199.16.159.109,2
4.69.148.46,1
199.16.159.55,2
4.69.155.209,2
199.16.159.87,2
65.54.49.142,1
31.13.73.26,1
172.16.255.255,2
96.17.8.49,4
208.50.77.134,4
65.54.95.140,42
72.14.213.138,3
10.1.1.2,2
204.194.237.136,7
156.26.54.15,1
208.82.236.129,15
10.0.2.3,2
66.235.139.121,4
207.46.113.78,4
67.215.65.132,6
206.108.207.139,1
65.55.15.244,12
85.65.191.56,1
65.54.167.27,4
125.232.97.116,1
72.14.213.156,1
207.46.125.253,1
109.90.123.126,1
66.235.136.89,2
65.54.95.39,9
212.8.166.36,4
109.173.29.34,5
91.103.140.2,3
64.4.35.57,3
109.255.178.86,2
194.165.188.79,2
65.54.95.149,2
64.4.9.254,2
184.24.143.139,1
72.14.213.101,3
65.55.5.231,5
208.50.77.73,2
206.108.207.138,8
72.14.213.105,2
65.54.95.66,1
10.0.2.2,2
207.46.105.186,1
98.243.160.202,1
212.8.163.80,2
70.37.129.34,3
66.235.143.184,1
118.6.206.252,2
65.55.118.107,1
72.14.213.148,1
72.14.213.103,7
178.25.111.25,1
186.80.218.34,1
72.14.213.167,1
66.220.149.32,2
66.235.133.62,1
93.181.202.185,1
208.88.186.242,1
65.55.17.37,1
148.88.200.63,1
173.178.118.29,1
192.168.3.90,2
109.227.83.224,1
63.215.202.49,1
204.9.163.160,1
65.55.5.232,2
129.132.232.116,1
65.55.239.163,1
65.54.186.19,6
79.143.161.140,1
207.46.216.54,1
213.146.189.205,1
204.14.234.101,3
67.82.196.121,1
127.0.0.1,1
189.126.44.128,1
70.67.177.253,1
172.16.0.1,1
184.24.133.32,1
192.168.3.99,1
